_index,fecha,¿Cuántos años cumplidos tiene?,Cuál es su género?,Grupo étnico,Víctima del conflicto,RUV,Tipo de discapacidad,¿Cuenta con SISBEN?,¿Cuál es el parentesco suyo con el jefe o jefa del hogar en su vivienda?,¿Dónde queda ubicada su vivienda?,¿En qué barrio vive?,Escriba el nombre del barrio que NO se encuentra en la lista...180,¿En qué corregimiento o vereda reside?,¿En qué departamento queda ubicado el municipio?,Seleccione un municipio de: Bolívar...,Hora de Apertura del Comercio,Hora Cierre del Comercio,¿Cuántos trabajadores tiene?,¿Cuántos trabajadores extranjeros tiene?,"En su mayoría, ¿qué tipo de contrato tienen sus trabajadores?","En su mayoría, ¿los contratos de trabajo son a término indefinido o a término fijo?",¿Tiene registro ante la Cámara de Comercio?,¿Su registro ante la Cámara de Comercio está actualizado a 2021?,¿Cuál es la Actividad Económica Principal (Código CIIU) que aparece en su Cámara de Comercio?,¿Tiene registro ante la DIAN (RUT)?,"Otro, ¿cuál?...","Se dedica usted al comercio al por mayor, al comercio al por menor o ambos","En un día promedio, ¿cuánto invierte en mercancía?...",Tipo de producto/servicio,País,Municipio,Departamento,Eres_Cartagenero,motivo_de_cambio,Afiliación a EPS,Medio de transporte,Nivel de escolaridad,seguridad social sin salud,Manejo de basuras
2241,06/30/2021 12:00:00 AM,32,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Barrio Chino,NS/NR,NS/NR,NS/NR,NS/NR,05:01:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Básica completa,Afiliado,La pone en los colectores de basura o canecas
2242,06/30/2021 12:00:00 AM,32,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Boston,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Bachiller,Afiliado,La pone en los colectores de basura o canecas
2243,06/30/2021 12:00:00 AM,46,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,05:30:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Básica completa,Afiliado,La pone en los colectores de basura o canecas
2244,06/30/2021 12:00:00 AM,26,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nelson Mandela,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,15000.0,Ninguno de los anteriores,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,A pie,Básica completa,Afiliado,La pone en los colectores de basura o canecas
2245,06/30/2021 12:00:00 AM,49,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,21:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Productos agrícolas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,Subsidiado,Mototaxi,Básica completa,Afiliado,La pone en los colectores de basura o canecas
2246,06/30/2021 12:00:00 AM,39,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Vista Hermosa,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Bachiller,Afiliado,La recoge el servicio de aseo
2247,06/30/2021 12:00:00 AM,62,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,NS/NR,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,35000.0,Otros productos alimenticios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria completa,Afiliado,La pone en los colectores de basura o canecas
2248,06/30/2021 12:00:00 AM,29,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Las Delicias,NS/NR,NS/NR,NS/NR,NS/NR,03:30:00.000-05:00,10:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,250000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Bachiller,Afiliado,La recoge el servicio de aseo
2249,06/30/2021 12:00:00 AM,54,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,03:00:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Básica completa,Afiliado,La pone en los colectores de basura o canecas
2250,06/30/2021 12:00:00 AM,18,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,El Campestre,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,20:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",Trabajo,No afiliado,Mototaxi,Básica completa,Afiliado,La recoge el servicio de aseo
2251,06/30/2021 12:00:00 AM,24,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Barrio Chino,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,80000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
2252,06/30/2021 12:00:00 AM,54,Masculino,Ninguno de los anteriores,0,NO,Física,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
2253,06/30/2021 12:00:00 AM,55,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,La María,NS/NR,Bayunca calle las flores,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,80000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Bus/Buseta intermunicipal,Básica completa,No afiliado,La pone en los colectores de basura o canecas
2254,06/30/2021 12:00:00 AM,47,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,Fuera de Cartagena. ¿Dónde?,Barrio Chino,NS/NR,NS/NR,Bolívar,Santa Rosa,08:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,120000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Nunca ha cambiado su lugar de residencia,Subsidiado,Bus/Buseta intermunicipal,Bachiller,No afiliado,No produce
2255,06/30/2021 12:00:00 AM,31,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,45000.0,Bebidas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Taxi Colectivo,Técnico o tecnológico,No afiliado,Recicla y vende
2256,06/30/2021 12:00:00 AM,56,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",Fuera de Cartagena. ¿Dónde?,NS/NR,NS/NR,NS/NR,Bolívar,Santa Rosa,08:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Otros productos alimenticios,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Trabajo Salud,No afiliado,Bus/Buseta intermunicipal,Bachiller,No afiliado,No produce
2257,06/30/2021 12:00:00 AM,42,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Bayunca,NS/NR,NS/NR,NS/NR,NS/NR,03:00:00.000-05:00,12:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,350000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Taxi Colectivo,Primaria completa,No afiliado,La pone en los colectores de basura o canecas
2258,06/30/2021 12:00:00 AM,34,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Fredonia,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,35000.0,Bebidas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,A pie,Técnico o tecnológico,No afiliado,La pone en los colectores de basura o canecas
2259,06/30/2021 12:00:00 AM,43,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,60000.0,Artículos y utensilios de uso doméstico,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Bicicleta,Primaria incompleta,No afiliado,No produce
2260,06/30/2021 12:00:00 AM,62,Masculino,Ninguno de los anteriores,0,NO,Por Establecer,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Fredonia,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,13:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,120000.0,Artículos y utensilios de uso doméstico,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Bus/Buseta urbana,Básica completa,No afiliado,No produce
2261,06/30/2021 12:00:00 AM,45,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,400000.0,Productos agrícolas,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
2262,06/30/2021 12:00:00 AM,21,Prefiero no decir,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona rural de Cartagena,La Candelaria,NS/NR,Santa rosa,NS/NR,NS/NR,05:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2264,06/30/2021 12:00:00 AM,29,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Fredonia,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,19:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La pone en los colectores de basura o canecas
2265,06/30/2021 12:00:00 AM,45,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2266,06/30/2021 12:00:00 AM,62,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,09:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,NS/NR,No afiliado,La pone en los colectores de basura o canecas
2267,06/30/2021 12:00:00 AM,24,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Nelson Mandela,NS/NR,NS/NR,NS/NR,NS/NR,03:30:00.000-05:00,09:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2327,06/29/2021 12:00:00 AM,41,Femenino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Variedades,Ambos,300000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Bachiller,No afiliado,La recoge el servicio de aseo
2268,06/30/2021 12:00:00 AM,52,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,03:30:00.000-05:00,09:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,500000.0,Carnes,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,Contributivo,Mototaxi,Bachiller,No afiliado,La pone en los colectores de basura o canecas
2269,06/30/2021 12:00:00 AM,53,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,03:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Ambos,500000.0,Carnes,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,Subsidiado,Bicicleta,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2270,06/30/2021 12:00:00 AM,53,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nariño,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,10:35:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Bolsas de azúcar,Comercio al por menor,100000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2271,06/30/2021 12:00:00 AM,59,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,San Francisco,NS/NR,NS/NR,NS/NR,NS/NR,02:30:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,500000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Mototaxi,Primaria completa,No afiliado,La pone en los colectores de basura o canecas
2272,06/30/2021 12:00:00 AM,36,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,03:30:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,120000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Bachiller,No afiliado,La pone en los colectores de basura o canecas
2273,06/28/2021 12:00:00 AM,64,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Primaria completa,No afiliado,La recoge el servicio de aseo
2274,06/28/2021 12:00:00 AM,35,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Productos agrícolas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Bus/Buseta intermunicipal,Bachiller,No afiliado,La recoge el servicio de aseo
3470,06/10/2021 12:00:00 AM,56,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NS/NR,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,María,NS/NR,NS/NR,NS/NR,NS/NR,01:52:00.000-05:00,08:50:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,Aguacate,Comercio al por mayor,NS/NR,"Otro, ¿cuál?",NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,NS/NR,A pie,Primaria completa,No afiliado,La recoge un servicio informal
2275,06/28/2021 12:00:00 AM,77,Femenino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,17:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,20000.0,Calzado y artículos de cuero y sucedáneos del cuero,NS/NR,NS/NR,Córdoba,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta intermunicipal,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2276,06/28/2021 12:00:00 AM,19,Femenino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,La Quinta,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,16:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Venta de ropa,Comercio al por menor,0.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Bachillerato completo,No afiliado,La recoge el servicio de aseo
2277,06/28/2021 12:00:00 AM,32,Masculino,Otro,0,NO,Sin discapacidad,NS/NR,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Ambos,200000.0,Productos textiles,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo
2278,06/28/2021 12:00:00 AM,50,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Barrio Chino,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Venta de calzado,Comercio al por menor,150000.0,Calzado y artículos de cuero y sucedáneos del cuero,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Primaria completa,No afiliado,La pone en los colectores de basura o canecas
2279,06/28/2021 12:00:00 AM,54,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,República del Libano,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,18:00:00.000-05:00,2,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,Venta de medias y calzado,Comercio al por menor,300000.0,Calzado y artículos de cuero y sucedáneos del cuero,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Jeep Colectivo,Básica completa,No afiliado,La recoge el servicio de aseo
2280,06/29/2021 12:00:00 AM,44,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,17:30:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,60000.0,Bebidas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,Afiliado,La pone en los colectores de basura o canecas
2281,06/29/2021 12:00:00 AM,40,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,16:30:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,20000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Mototaxi,Bachiller,Afiliado,La pone en los colectores de basura o canecas
2282,06/29/2021 12:00:00 AM,55,Femenino,Ninguno de los anteriores,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Chiquinquirá,NS/NR,NS/NR,NS/NR,NS/NR,06:30:00.000-05:00,16:30:00.000-05:00,1,0.0,Verbal,Sin información,False,NS/NR,NS/NR,NS/NR,NS/NR,Comercio al por menor,150000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Magdalena,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Básica completa,Afiliado,La pone en los colectores de basura o canecas
2283,06/29/2021 12:00:00 AM,29,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Bayunca,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,NS/NR,Venta de pescado,Comercio al por menor,800000.0,Carnes,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,Afiliado,La pone en los colectores de basura o canecas
2285,06/29/2021 12:00:00 AM,59,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Cajitas de sonido y acesorios de celulares,Comercio al por menor,1000000.0,Equipos y aparatos de sonido y de video,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,NS/NR,Moto propia,Técnico o tecnológico,Afiliado,La pone en los colectores de basura o canecas
2286,06/24/2021 12:00:00 AM,49,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Jugos empanadas fritos varios,Comercio al por menor,100000.0,Otros productos alimenticios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,Afiliado,La pone en los colectores de basura o canecas
2287,06/21/2021 12:00:00 AM,26,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,República del Libano,NS/NR,NS/NR,NS/NR,NS/NR,03:30:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Bebidas alclholicas refresco gasoesa agua,Comercio al por menor,800000.0,Bebidas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Básica completa,Afiliado,La pone en los colectores de basura o canecas
